nome,crédito
senador5108.jpg,Rodrigo Viana/Supres
senador5110.jpg,Senado Federal
senador5112.jpg,Senado Federal
senador5116.jpg,Senado Federal
senador5132.jpg,Senado Federal
senador5140.jpg,Jefferson Rudy/Agência Senado
senador5144.jpg,Senado Federal
senador5150.jpg,Senado Federal
senador5156.jpg,Senado Federal
senador5158.jpg,Waldemir Barreto
senador5164.jpg,Senado Federal
senador5166.jpg,Senado Federal
senador5178.jpg,Senado Federal
senador5182.jpg,Senado Federal
senador5197.jpg,Beto Oliveira/Supres
senador5199.jpg,Senado Federal
senador5236.jpg,Senado Federal
senador5322.jpg,Senado Federal
senador5523.jpg,Senado Federal
senador5525.jpg,Senado Federal
senador5527.jpg,Fabiano Accorsi
senador5529.jpg,Senado Federal
senador5531.jpg,Senado Federal
senador5533.jpg,Senado Federal
senador5535.jpg,Senado Federal
senador5537.jpg,Senado Federal
senador5540.jpg,Senado Federal
senador558.jpg,Senado Federal
senador5615.jpg,Nenhum
senador5617.jpg,Senado Federal
senador5619.jpg,Edilson Rodrigues/Agência Senado
senador5635.jpg,Senado Federal
senador5637.jpg,Senado Federal
senador604.jpg,Pedro França/Agência Senado
senador612.jpg,Cléber Medeiros/Supres
senador615.jpg,Cléber Medeiros/Supres
senador631.jpg,Cléber Medeiros/Supres
senador635.jpg,Senado Federal
senador64.jpg,Senado Federal
senador643.jpg,Senado Federal
senador677.jpg,Senado Federal
senador70.jpg,Senado Federal
senador715.jpg,Cléber Medeiros/Supres
senador72.jpg,Senado Federal
senador73.jpg,Cléber Medeiros/Supres
senador739.jpg,Cléber Medeiros/Supres
senador825.jpg,Cléber Medeiros/Supres
senador846.jpg,Senado Federal
senador87.jpg,Cléber Medeiros/Supres
senador878.jpg,Jefferson Rudy/Agência Senado
senador90.jpg,Senado Federal
senador945.jpg,Cléber Medeiros/Supres
senador950.jpg,Senado Federal
senador5621.jpg,Nenhum
senador3399.jpg,Cléber Medeiros/Supres
senador30.jpg,Cléber Medeiros/Supres
senador1754.jpg,Senado Federal
senador916.jpg,Cléber Medeiros/Supres
senador4998.jpg,Senado Federal
senador4645.jpg,Cléber Medeiros/Supres
senador5016.jpg,Cléber Medeiros/Supres
senador3811.jpg,Cléber Medeiros/Supres
senador4815.jpg,A definir
senador4527.jpg,A definir
senador4869.jpg,A definir
senador4837.jpg,A definir
senador4897.jpg,A definir
senador4891.jpg,A definir
senador4983.jpg,Nenhum
senador704.jpg,A definir
senador13.jpg,A definir
senador4895.jpg,A definir
senador4877.jpg,A definir
senador4529.jpg,A definir
senador17.jpg,A definir
senador394.jpg,A definir
senador20.jpg,A definir
senador4780.jpg,A definir
senador1189.jpg,A definir
senador765.jpg,A definir
senador4935.jpg,A definir
senador613.jpg,A definir
senador4937.jpg,A definir
senador4545.jpg,A definir
senador4531.jpg,A definir
senador4533.jpg,A definir
senador4776.jpg,A definir
senador47.jpg,A definir
senador4537.jpg,A definir
senador4774.jpg,A definir
senador4541.jpg,A definir
senador4788.jpg,A definir
senador4535.jpg,A definir
senador527.jpg,A definir
senador952.jpg,A definir
senador4539.jpg,A definir
senador4961.jpg,A definir
senador1210.jpg,A definir
senador68.jpg,A definir
senador4927.jpg,Nenhum
senador1206.jpg,A definir
senador3868.jpg,A definir
senador4543.jpg,A definir
senador4893.jpg,A definir
senador4957.jpg,Nenhum
senador982.jpg,A definir
senador4772.jpg,A definir
senador3622.jpg,A definir
senador3651.jpg,A definir
senador3433.jpg,A definir
senador845.jpg,A definir
senador3363.jpg,A definir
senador118.jpg,A definir
senador4.jpg,A definir
senador4516.jpg,A definir
senador551.jpg,A definir
senador3432.jpg,A definir
senador3642.jpg,A definir
senador3395.jpg,A definir
senador3637.jpg,A definir
senador3412.jpg,A definir
senador3400.jpg,A definir
senador707.jpg,A definir
senador3552.jpg,A definir
senador345.jpg,A definir
senador3619.jpg,A definir
senador3574.jpg,A definir
senador3371.jpg,A definir
senador3392.jpg,A definir
senador28.jpg,A definir
senador3626.jpg,A definir
senador740.jpg,A definir
senador1179.jpg,A definir
senador3373.jpg,A definir
senador3578.jpg,A definir
senador36.jpg,A definir
senador4792.jpg,A definir
senador38.jpg,A definir
senador4885.jpg,A definir
senador3595.jpg,A definir
senador4547.jpg,A definir
senador3593.jpg,A definir
senador3652.jpg,A definir
senador53.jpg,A definir
senador3374.jpg,A definir
senador3643.jpg,Nenhum
senador86.jpg,A definir
senador105.jpg,A definir
senador59.jpg,A definir
senador670.jpg,A definir
senador3364.jpg,A definir
senador3644.jpg,A definir
senador3648.jpg,A definir
senador66.jpg,A definir
senador3393.jpg,A definir
senador3397.jpg,A definir
senador4549.jpg,A definir
senador1169.jpg,A definir
senador69.jpg,A definir
senador3639.jpg,A definir
senador3580.jpg,Nenhum
senador3631.jpg,A definir
senador74.jpg,A definir
senador3359.jpg,A definir
senador3646.jpg,A definir
senador3645.jpg,A definir
senador735.jpg,A definir
senador3362.jpg,A definir
senador3532.jpg,A definir
senador3365.jpg,A definir
senador3375.jpg,A definir
senador78.jpg,A definir
senador3629.jpg,A definir
senador3583.jpg,A definir
